Name,Gender,Location,Birthdate,Blood Group,Phone,Department,Enrolled Year,Completed Credits,Current CGPA
Jason Guerrero,Male,Jurain,"Tue, Aug 13, 2002",O-,+880185219953,Law,2020,69,1.91
Virginia Shepherd,Male,Abdullahpur,"Thu, Aug 06, 1998",B-,+880186688722,ESS,2016,132,2.90
Steven Fitzpatrick,Male,Vatara,"Sat, Mar 18, 2000",AB-,+880133095140,BBS,2018,87,2.77
Robert Adkins,Male,Farmgate,"Sat, Jan 08, 2000",A-,+880187980217,ESS,2015,132,3.83
Patricia Young,Female,Banasree,"Sat, Oct 30, 1999",B-,+880136178923,BBS,2017,123,2.94
Laura Rodriguez,Female,Beraid,"Thu, Oct 19, 2000",A-,+880159056582,Law,2020,69,2.62
Tanner Dawson,Female,Ramna,"Sun, Jun 20, 1999",O+,+880156493796,EEE,2023,9,2.55
Rita Morgan,Male,Shyampur,"Wed, Feb 23, 2000",B-,+880141109152,ESS,2015,126,3.89
Amy Martin,Male,Shyampur,"Fri, Feb 15, 2002",B+,+880153891893,Archi,2023,18,2.53
Jason Larsen,Male,Farmgate,"Sat, Oct 27, 2001",AB+,+880163969450,CSE,2017,126,2.19
Shaun Wolfe,Female,Nimtoli,"Sat, Sep 08, 2001",AB+,+880182968759,ESS,2019,120,3.10
Mr. Jeff Hale,Female,Banani,"Sat, Nov 24, 2001",AB+,+880161656558,CSE,2017,136,3.53
Robin Gould,Male,Kamrangirchar,"Sun, Sep 01, 2002",O+,+880166269929,MNS,2022,60,3.13
Paul Odonnell,Female,Farmgate,"Tue, Apr 14, 1998",AB+,+880198027815,ESS,2020,105,2.06
Carolyn Thomas,Female,Demra,"Wed, Dec 05, 2001",A-,+880141886597,BBS,2015,123,2.28
Stephen Russell,Male,Abdullahpur,"Thu, Mar 04, 1999",O-,+880193876418,Pharma,2018,90,3.31
Scott Adams,Male,Sadarghat,"Sun, Mar 24, 2002",A+,+880161544670,ENH,2015,129,2.41
George Booker,Female,Sadarghat,"Fri, Jul 27, 2001",B+,+880152227858,MNS,2016,132,2.74
Bryan Daniel,Female,Uttarkhan,"Thu, Feb 21, 2002",B-,+880137183056,BBS,2019,99,2.98
Kevin Snow,Male,Hazaribagh,"Tue, Aug 14, 2001",AB+,+880147795366,MNS,2019,96,2.34
Patricia Harris,Female,Pallabi,"Sat, Feb 15, 2003",O-,+880172428851,Law,2016,132,2.00
Steven Wright,Male,Kafrul,"Tue, Dec 12, 2000",AB+,+880187237914,CSE,2019,90,1.71
Edward Rivera,Male,Motijheel,"Thu, Feb 11, 1999",O-,+880175961591,EEE,2015,136,3.85
Thomas Schultz,Female,Baridhara,"Sun, Sep 19, 1999",AB-,+880132376124,MNS,2023,9,3.94
Randy Knox,Female,Tejgaon,"Wed, May 31, 2000",A+,+880157523913,EEE,2017,126,1.67
Kristin Tucker,Female,Gabtali,"Fri, Sep 04, 1998",O+,+880162289711,Pharma,2016,123,2.41
Jessica Roberts,Male,Motijheel,"Sun, Oct 17, 1999",O-,+880161827151,ESS,2016,123,3.46
Bethany Adams,Female,Gulshan,"Wed, May 17, 2000",A-,+880163899138,MNS,2017,126,2.72
Alec Munoz,Male,Kafrul,"Thu, Apr 15, 1999",B-,+880188268725,Pharma,2017,126,3.13
Patrick Robinson,Male,Cantonment area,"Tue, Nov 09, 1999",B-,+880139316623,Law,2016,126,3.79
Roger Esparza,Female,Demra,"Thu, Aug 03, 2000",A+,+880145416119,BBS,2023,3,1.85
Amber Hanson,Male,Sher-e-Bangla Nagar,"Fri, Jan 04, 2002",O+,+880138398335,Archi,2020,99,2.88
Monica Hunter,Female,Vatara,"Sat, Feb 06, 1999",A-,+880198763569,Pharma,2021,24,3.10
Stephanie Riley,Female,Kamalapur,"Thu, Jun 20, 2002",A-,+880175277217,MNS,2017,132,3.32
Lawrence James,Male,Pallabi,"Sat, Oct 27, 2001",AB+,+880155330202,Pharma,2020,78,1.63
James Mcmahon,Female,Demra,"Tue, Dec 28, 1999",B+,+880135269328,MNS,2018,87,2.08
Rachel Roberts,Female,Cantonment area,"Fri, Nov 17, 2000",AB-,+880180995691,BBS,2021,48,3.12
Steven Haynes,Male,Motijheel,"Sat, Jun 27, 1998",O+,+880187498847,Archi,2023,15,1.63
Theresa Crawford,Female,Mohammadpur,"Sun, May 06, 2001",O+,+880182943117,EEE,2023,18,3.10
David Russell,Male,Kafrul,"Mon, Apr 05, 1999",AB+,+880151330431,BBS,2021,57,3.45
Thomas Stewart,Female,Kazipara,"Sun, Aug 22, 1999",A+,+880131709620,MNS,2017,136,1.52
Kelly Ruiz,Male,Tejgaon,"Thu, Oct 08, 1998",B+,+880172223907,BBS,2015,136,3.84
Gary Gibson,Male,Khilkhet,"Sun, Jan 05, 2003",B+,+880167442424,CSE,2023,6,3.59
Lisa Hays,Female,Sadarghat,"Fri, Oct 13, 2000",AB+,+880131620086,Pharma,2015,129,3.93
Michelle Elliott,Female,Motijheel,"Tue, Jun 27, 2000",O-,+880183928645,MNS,2019,117,2.52
Susan Johnson,Female,Rampura,"Tue, Aug 15, 2000",A+,+880170553952,Pharma,2017,132,2.11
Bruce Hanson,Male,Mohakhali,"Mon, Sep 07, 1998",B-,+880170825304,MNS,2023,3,2.69
Jennifer Pena,Female,Shahbagh,"Sat, Dec 15, 2001",A+,+880157446633,Archi,2022,48,3.95
Christopher King,Female,Uttara,"Fri, Apr 14, 2000",O+,+880144549221,ENH,2021,36,3.85
Crystal Mcclain,Female,Paltan,"Fri, Nov 27, 1998",AB-,+880184525211,Law,2023,18,2.10
Dale Garcia,Female,Khilgaon,"Wed, Aug 02, 2000",O-,+880159303566,EEE,2015,126,3.31
Makayla Johnson,Male,Gabtali,"Sun, Jun 09, 2002",O-,+880162949760,BBS,2023,18,3.52
Justin Johnson,Male,Beraid,"Sat, Oct 23, 1999",O-,+880155935330,BBS,2019,84,1.61
Whitney Gonzalez,Male,Paltan,"Wed, Apr 18, 2001",A-,+880145758478,BBS,2016,132,2.84
Gary Wu,Male,Dhanmondi,"Fri, Mar 02, 2001",O+,+880159803600,Archi,2022,36,3.19
Kelly Larsen,Male,Khilkhet,"Tue, May 25, 1999",O+,+880149611623,Law,2015,132,2.11
Hannah Gilbert,Female,Gabtali,"Sat, Dec 11, 1999",O+,+880194641646,Pharma,2019,111,2.14
Erin Chapman,Female,Agargaon,"Tue, Dec 29, 1998",A-,+880136165117,CSE,2015,132,2.09
Sarah Moss,Female,Mohammadpur,"Wed, Feb 07, 2001",A+,+880134612129,Law,2023,12,3.29
Amy Leach,Female,Khilgaon,"Wed, Sep 05, 2001",AB-,+880188656695,Pharma,2015,136,2.12
Adam Thompson,Female,Ramna,"Mon, Feb 26, 2001",O-,+880156882571,Law,2020,78,3.21
Rodney Strickland,Male,Ramna,"Fri, Feb 01, 2002",AB+,+880171737054,MNS,2015,123,3.41
Darlene Douglas,Female,Lalbagh,"Sun, May 31, 1998",AB-,+880155536740,EEE,2023,9,1.98
Dustin Williams,Female,Motijheel,"Thu, Jan 20, 2000",AB+,+880163943806,EEE,2023,21,2.53
Meghan Ball,Female,Shyampur,"Sun, Jun 09, 2002",B+,+880150404902,EEE,2016,126,2.88
Lisa Ward,Male,Banani,"Fri, Dec 13, 2002",O+,+880195849860,ENH,2015,129,2.79
Maria Garcia,Male,Motijheel,"Sat, Aug 15, 1998",B-,+880136146173,Law,2017,126,3.41
Stephen Bates,Male,Lalbagh,"Wed, Apr 11, 2001",A+,+880172146207,Pharma,2017,126,2.64
Matthew Ponce,Female,Lalbagh,"Sun, Dec 20, 1998",A-,+880153924946,Pharma,2022,57,3.73
Brett Robles,Male,Khilkhet,"Tue, Feb 12, 2002",AB-,+880140947286,ENH,2023,15,3.67
Stephanie Perez,Female,Shahbagh,"Sat, Apr 29, 2000",AB+,+880194809352,Archi,2020,87,1.72
Susan Gates,Female,Farmgate,"Sun, Jan 05, 2003",B-,+880134451585,EEE,2018,72,3.56
Amanda Ramos,Female,Wari,"Mon, Aug 10, 1998",AB+,+880188090868,ESS,2023,3,2.64
Kristen Prince,Female,Agargaon,"Fri, Apr 27, 2001",A-,+880149900639,MNS,2015,132,3.18
Danny Rodriguez MD,Female,Gabtali,"Fri, Sep 11, 1998",AB+,+880199595048,BBS,2017,132,1.54
Christopher Stewart,Female,Farmgate,"Wed, May 15, 2002",A-,+880138008167,ESS,2016,129,2.07
Cory Davis,Male,Sadarghat,"Thu, Jun 14, 2001",B-,+880175846423,CSE,2016,126,3.32
Logan James,Female,Banani,"Wed, Jun 12, 2002",O+,+880156308852,ESS,2021,60,2.99
Madeline Newman,Male,Banani,"Wed, Apr 18, 2001",AB+,+880178911514,ESS,2017,123,2.87
Mark Krueger,Male,Mohakhali,"Tue, Feb 26, 2002",A+,+880183294270,Archi,2016,132,3.90
Wendy Ward,Female,Dhanmondi,"Wed, Oct 11, 2000",A-,+880194240568,ENH,2021,24,3.98
Ricky Hoffman,Female,Motijheel,"Mon, Aug 03, 1998",A+,+880185936616,MNS,2021,48,1.96
Mitchell Thompson,Male,Wari,"Sat, Nov 20, 1999",O+,+880199170868,BBS,2018,111,2.92
Terry Fields,Female,Khilkhet,"Sun, May 19, 2002",A+,+880184510090,Pharma,2017,123,2.45
Jerry Mcclain,Female,Uttarkhan,"Thu, Jul 26, 2001",AB+,+880153998569,Archi,2022,60,3.50
Mary Gonzales,Female,Baridhara,"Sun, Nov 24, 2002",A+,+880164096171,Law,2023,12,2.78
Timothy Graves,Male,Kazipara,"Wed, Nov 04, 1998",B+,+880140985268,Archi,2018,72,2.90
Nathan Curtis,Female,Abdullahpur,"Thu, Dec 10, 1998",O-,+880156975456,Pharma,2015,132,1.85
Brendan Scott,Female,Bashundhara,"Sat, Jul 04, 1998",O+,+880157265920,Law,2020,102,2.84
Jeffrey Young,Male,Sadarghat,"Thu, May 25, 2000",AB-,+880141625679,BBS,2019,78,2.51
Mr. William Henderson,Male,Motijheel,"Thu, Dec 03, 1998",B+,+880184206143,Pharma,2021,51,1.97
Brandon Humphrey,Male,Paltan,"Wed, Jun 24, 1998",B-,+880197698101,ENH,2016,123,3.99
Stephen Collins,Female,Gabtali,"Sat, Nov 21, 1998",A-,+880179746401,ENH,2019,96,2.58
Karen Manning,Female,Khilgaon,"Wed, Jul 10, 2002",AB+,+880193855697,CSE,2017,132,3.68
Michelle Nelson,Female,Cantonment area,"Wed, Feb 21, 2001",AB+,+880148755821,Pharma,2016,126,3.20
Samantha Hoffman,Male,Khilgaon,"Sun, Dec 08, 2002",O+,+880191863984,BBS,2019,114,2.80
Michaela Tran,Male,Gabtali,"Thu, Dec 24, 1998",O+,+880137582801,BBS,2020,99,2.64
Thomas Armstrong,Male,Jurain,"Sat, Oct 13, 2001",AB+,+880171732992,Law,2020,114,1.74
Andrea Bailey,Female,Banasree,"Fri, Jan 31, 2003",AB+,+880170604624,Archi,2018,90,3.90
John Davis,Female,Uttarkhan,"Wed, May 09, 2001",B+,+880157409411,ESS,2017,129,1.63
Phillip Hardy,Female,Kafrul,"Tue, Feb 01, 2000",A-,+880199197856,Archi,2022,60,2.09
Kevin Arnold,Female,Uttarkhan,"Thu, Oct 21, 1999",A-,+880162976396,BBS,2023,18,1.55
Joe Thomas,Male,Lalbagh,"Sat, Jun 08, 2002",B-,+880157424734,ESS,2017,136,2.68
Robert Russell,Female,Mohammadpur,"Tue, Jul 11, 2000",A-,+880182929152,ENH,2015,132,2.23
Gerald Murphy,Female,Hazaribagh,"Fri, Jun 02, 2000",B-,+880161988143,MNS,2019,120,3.52
Rebecca Carter,Male,Beraid,"Thu, Jul 20, 2000",B-,+880188213309,Pharma,2017,126,2.76
James Johnson,Male,Tejgaon,"Sat, Aug 21, 1999",O+,+880138756918,Law,2016,132,2.87
Luis Martin,Female,Mohammadpur,"Sun, Apr 25, 1999",B+,+880162039774,Archi,2022,54,3.14
Laura Kelly,Male,Motijheel,"Mon, Oct 01, 2001",AB-,+880136644000,ENH,2015,126,3.77
David Griffin,Male,Nimtoli,"Mon, May 14, 2001",AB+,+880190715558,MNS,2021,51,1.92
Lisa White,Male,Ramna,"Wed, Jun 03, 1998",O+,+880149352158,EEE,2016,132,2.76
Dr. Charles Williams,Male,Motijheel,"Sun, Nov 05, 2000",B-,+880140648614,Archi,2023,6,2.17
Jay Carpenter,Female,Mohakhali,"Wed, Jun 12, 2002",A-,+880166546284,Archi,2018,111,3.28
Kayla Walters,Female,Khilgaon,"Tue, Nov 28, 2000",O+,+880161213864,MNS,2021,60,1.75
William Hines,Female,Vatara,"Sat, Nov 03, 2001",AB-,+880163037720,EEE,2023,12,2.72
Justin Jones,Male,Kafrul,"Tue, Apr 10, 2001",O+,+880166311884,Law,2023,3,2.02
Adam Garcia,Female,Rampura,"Sun, Jan 28, 2001",B+,+880199152808,EEE,2017,126,3.65
Jeffrey Stuart,Female,Wari,"Fri, Mar 17, 2000",AB-,+880142806698,CSE,2020,108,3.81
Stacy Tucker,Male,Demra,"Sat, Aug 12, 2000",AB-,+880159206025,MNS,2023,15,3.75
David Morrison,Female,Ramna,"Tue, Sep 11, 2001",AB-,+880148734513,MNS,2023,3,1.66
Claudia Morales,Male,Badda,"Fri, Aug 24, 2001",B-,+880140675931,CSE,2020,72,3.74
Claire Yates,Female,Khilkhet,"Mon, Nov 02, 1998",B-,+880157202168,Law,2021,51,1.75
Angela Sanchez,Female,Kafrul,"Thu, May 27, 1999",AB-,+880136528740,BBS,2015,123,3.42
John Morris,Female,Mohammadpur,"Tue, Nov 16, 1999",B-,+880151793480,Law,2020,120,2.72
Jasmine Fields,Female,Kazipara,"Wed, Jul 14, 1999",A-,+880199139084,MNS,2021,45,3.76
Dr. Troy Berger,Female,Beraid,"Wed, Jan 24, 2001",B+,+880132155100,BBS,2022,36,2.28
Leslie Henry,Female,Dakshinkhan,"Tue, Jul 24, 2001",B-,+880158199914,CSE,2016,132,3.57
Anthony Baker,Female,Gulshan,"Fri, May 28, 1999",AB+,+880149968683,ENH,2019,72,3.22
David Knight,Male,Banani,"Tue, Aug 07, 2001",B+,+880148832240,Pharma,2020,81,2.36
James Osborne,Male,Uttarkhan,"Tue, Aug 25, 1998",B+,+880165039222,Archi,2015,126,1.84
Lisa Schroeder,Female,Beraid,"Wed, Jan 26, 2000",O+,+880197242810,MNS,2023,3,3.23
James Payne,Female,Baridhara,"Wed, May 13, 1998",A-,+880148868271,CSE,2019,66,2.85
Kyle Mitchell,Female,Baridhara,"Sat, Jul 31, 1999",B+,+880153132842,Pharma,2015,129,1.90
Michael Turner,Female,Mohakhali,"Sat, Jun 10, 2000",AB-,+880183971786,Archi,2017,132,2.54
Mark Luna,Female,Agargaon,"Tue, Aug 25, 1998",B-,+880141234566,ESS,2017,129,3.08
Jennifer Hayes,Female,Kafrul,"Mon, Apr 13, 1998",AB-,+880183489246,Archi,2019,63,1.63
Frederick Gentry,Male,Hazaribagh,"Thu, Nov 18, 1999",AB-,+880153437349,EEE,2022,36,2.08
Donna Carroll,Male,Dhanmondi,"Mon, Sep 17, 2001",B-,+880188707102,Archi,2019,75,1.68
Lawrence Wise,Female,Shyampur,"Sun, Jun 11, 2000",AB-,+880160392178,Pharma,2023,3,1.75
Christopher Bradford,Male,Kamalapur,"Wed, Oct 14, 1998",B-,+880159050433,EEE,2017,136,3.40
Jason Ewing,Male,Nimtoli,"Tue, Mar 28, 2000",AB-,+880130149871,EEE,2017,123,2.64
Karen Schmidt,Female,Pallabi,"Fri, Jul 26, 2002",A-,+880138614796,Archi,2016,132,1.93
Kevin Dominguez,Male,Shahbagh,"Mon, Sep 18, 2000",AB+,+880133000572,ENH,2023,12,2.92
Aaron Green,Female,Ramna,"Thu, Sep 07, 2000",B+,+880151339677,BBS,2023,6,1.60
Kurt Jones,Male,Banani,"Sun, Apr 25, 1999",A+,+880199819967,ESS,2018,90,2.88
Daniel Rodriguez,Female,Banani,"Thu, Jan 04, 2001",O-,+880181622160,Law,2016,136,2.71
Kathryn Martin,Female,Gabtali,"Mon, Aug 14, 2000",B-,+880179868728,MNS,2023,9,1.79
Teresa Williams,Male,Khilgaon,"Sun, Jul 25, 1999",A+,+880187138075,MNS,2023,3,3.12
Carolyn Valencia,Male,Uttarkhan,"Sat, Jul 15, 2000",A+,+880172344595,Pharma,2021,36,2.91
Michael Evans,Male,Banasree,"Sun, May 06, 2001",A-,+880146520624,ESS,2023,9,2.13
Alison Mccormick,Female,Uttarkhan,"Tue, Sep 17, 2002",AB-,+880147551541,ENH,2019,84,3.74
Jacob Christensen,Male,Uttara,"Sat, Apr 22, 2000",A-,+880159325391,Archi,2017,123,1.77
Eric Maldonado,Female,Wari,"Mon, Jun 29, 1998",O+,+880143294690,MNS,2018,108,3.80
Evan Glover,Male,Dakshinkhan,"Thu, Sep 19, 2002",A+,+880136821961,Archi,2016,123,2.61
Michele Wallace,Male,Motijheel,"Tue, Mar 25, 2003",A-,+880145420378,Law,2018,72,2.30
Aaron Elliott,Male,Dhanmondi,"Mon, Apr 12, 1999",B+,+880147442152,CSE,2015,123,3.73
William Weeks,Male,Beraid,"Tue, Feb 23, 1999",O+,+880153505580,Archi,2016,123,2.06
Zachary Harper,Female,Farmgate,"Thu, Oct 12, 2000",B-,+880174492592,Pharma,2018,108,3.43
Anthony Lawson,Female,Shyampur,"Sun, Jan 05, 2003",O-,+880136687160,CSE,2019,93,2.42
Harry Kramer,Male,Dhanmondi,"Sun, Oct 08, 2000",A-,+880136263561,ENH,2023,12,3.53
Lori Kelly,Male,Mohammadpur,"Tue, Apr 08, 2003",B-,+880144909267,Pharma,2015,132,2.42
Heather Rodriguez,Male,Lalbagh,"Fri, Feb 08, 2002",B+,+880181238050,CSE,2023,12,3.26
David Flynn,Male,Demra,"Tue, Sep 05, 2000",A-,+880169142559,ESS,2016,123,1.82
Travis Davenport,Male,Rampura,"Wed, Jan 09, 2002",A-,+880143925136,ESS,2015,123,1.63
Ashley Gross,Female,Beraid,"Wed, May 29, 2002",AB+,+880170013187,ESS,2021,39,2.14
Lisa Reese,Female,Abdullahpur,"Sat, Mar 10, 2001",O+,+880154758399,Law,2016,126,3.05
John Weaver,Female,Banani,"Fri, Aug 17, 2001",AB+,+880185201823,ENH,2022,33,3.42
Dave Morris,Female,Mohakhali,"Sat, Mar 24, 2001",O+,+880149419597,Archi,2018,69,2.52
Lindsey Gilbert,Male,Paltan,"Tue, Aug 25, 1998",O-,+880156171230,ENH,2015,132,4.00
David Kelly,Male,Shahbagh,"Sun, Mar 14, 1999",B+,+880142694535,ESS,2016,136,3.31
Paige Brown,Female,Hazaribagh,"Tue, Mar 06, 2001",AB-,+880139303798,Archi,2019,111,1.84
Roberto Adams,Male,Ramna,"Thu, Sep 09, 1999",O+,+880135026202,MNS,2023,3,1.80
Melissa Allen,Male,Gulshan,"Fri, Dec 07, 2001",AB-,+880184485831,ESS,2021,27,1.60
Jessica Long,Male,Dhanmondi,"Thu, Jan 21, 1999",B-,+880163289847,MNS,2022,45,2.67
Raymond Hanson,Male,Shahbagh,"Thu, Aug 10, 2000",O+,+880131438382,BBS,2023,12,2.61
Sean Jackson,Female,Uttara,"Thu, Aug 08, 2002",B+,+880186481060,CSE,2020,108,2.39
Tina Vasquez,Male,Sher-e-Bangla Nagar,"Sat, Jan 25, 2003",AB+,+880132038428,BBS,2017,123,2.16
Amanda Holmes,Female,Uttara,"Thu, Mar 18, 1999",A-,+880149209810,ESS,2018,117,2.89
Craig Hernandez,Male,Dhanmondi,"Fri, Feb 22, 2002",AB-,+880160208211,Archi,2016,136,3.93
Tammy Anderson,Male,Vatara,"Tue, Dec 04, 2001",O-,+880171450811,CSE,2019,87,3.03
John Bradley,Female,Kamrangirchar,"Mon, May 15, 2000",A-,+880198718935,Archi,2022,27,1.66
Randall Diaz,Female,Kamrangirchar,"Fri, Aug 17, 2001",AB-,+880131697768,ENH,2017,132,3.67
Shannon Price,Male,Bashundhara,"Wed, May 30, 2001",AB-,+880188478658,MNS,2018,117,1.90
Robert Foster,Male,Kazipara,"Thu, Apr 26, 2001",O+,+880162988233,EEE,2018,117,3.76
Caleb Turner,Male,Shyampur,"Fri, Jun 04, 1999",A-,+880141085249,Law,2017,132,1.58
Brendan Mooney,Female,Mirpur,"Sun, Jun 20, 1999",AB+,+880148532636,BBS,2019,63,1.95
Kristi Santos,Female,Shahbagh,"Mon, Mar 19, 2001",O-,+880158165407,EEE,2019,96,3.16
Joanne Barker,Male,Badda,"Wed, Dec 29, 1999",O-,+880174177133,ENH,2017,132,2.34
Julie Ray,Female,Kamrangirchar,"Sat, Nov 24, 2001",AB-,+880185298030,BBS,2019,84,1.63
Michael Wallace,Female,Demra,"Sat, Jan 16, 1999",AB-,+880158067354,Law,2015,129,3.44
James Nunez,Female,Shahbagh,"Tue, Jan 22, 2002",AB+,+880189522178,CSE,2017,129,1.90
Jesse Lee,Male,Hazaribagh,"Sun, Aug 09, 1998",O+,+880177116419,ENH,2017,126,2.81
Steven Wright,Female,Agargaon,"Sat, Mar 13, 1999",O+,+880130400180,Law,2018,102,3.38
John Blake,Female,Abdullahpur,"Mon, Feb 22, 1999",AB-,+880173921060,Law,2018,114,2.11
Debra Petty,Female,Cantonment area,"Mon, Nov 30, 1998",O-,+880184879652,Pharma,2016,136,3.54
Anna Doyle,Female,Gabtali,"Mon, Nov 22, 1999",A-,+880137243968,ESS,2018,66,2.23
Michael Lewis,Female,Khilkhet,"Sun, Sep 16, 2001",A+,+880139525777,ESS,2019,96,2.33
William Summers,Female,Kamrangirchar,"Sat, Dec 18, 1999",O+,+880131727862,EEE,2022,36,3.83
Gregory Todd,Male,Farmgate,"Tue, Oct 05, 1999",B-,+880152173980,Archi,2015,126,1.89
Stanley White,Female,Tejgaon,"Sun, Jun 21, 1998",A-,+880142581184,BBS,2015,126,3.50
Elizabeth Bright,Female,Bashundhara,"Thu, May 23, 2002",B-,+880197963966,EEE,2019,72,2.33
William Klein,Male,Pallabi,"Fri, Jul 31, 1998",AB+,+880188764913,CSE,2022,24,2.33
Joseph Clay,Male,Ramna,"Thu, May 18, 2000",A+,+880189865296,ESS,2020,87,3.18
Jordan Ramirez,Female,Sher-e-Bangla Nagar,"Wed, Apr 22, 1998",A-,+880156496257,Law,2022,45,2.37
David Jones,Male,Gulshan,"Wed, Jun 21, 2000",O+,+880189417612,EEE,2020,93,2.19
Kevin Simmons,Male,Banani,"Mon, Sep 09, 2002",O-,+880169595269,ESS,2015,126,3.25
Lisa Robertson,Female,Ramna,"Wed, Nov 08, 2000",O+,+880173314657,ENH,2022,30,3.88
Helen Garcia,Female,Sher-e-Bangla Nagar,"Sun, Sep 27, 1998",AB+,+880169645933,ENH,2022,36,2.84
Mrs. Robin Mcgee,Female,Motijheel,"Mon, Feb 01, 1999",A+,+880135165845,MNS,2019,114,3.03
William Wilkinson,Male,Kamrangirchar,"Mon, Mar 31, 2003",A+,+880169112959,EEE,2016,123,2.14
Laura Evans,Female,Banani,"Wed, May 26, 1999",O-,+880182671824,Pharma,2023,12,3.43
Cathy Thompson,Female,Shahbagh,"Wed, Feb 21, 2001",O+,+880142771617,Law,2020,78,2.97
Joshua Norman,Female,Dhanmondi,"Sat, Mar 31, 2001",B+,+880165667980,Law,2015,136,2.02
Jon Lee,Female,Dakshinkhan,"Thu, Nov 26, 1998",A-,+880179276668,BBS,2022,30,3.74
Diane Meyers,Female,Abdullahpur,"Sat, Jul 03, 1999",AB+,+880193892998,CSE,2020,69,2.18
Laura Wood,Male,Dakshinkhan,"Tue, Jul 11, 2000",B-,+880130237783,BBS,2023,12,2.26
Kenneth Thompson,Male,Banasree,"Tue, Feb 01, 2000",A-,+880143211068,EEE,2020,69,2.17
Brian Russo,Male,Ramna,"Sun, Sep 23, 2001",A-,+880198048019,Archi,2015,136,2.30
Chris Evans,Female,Dhanmondi,"Sat, Jun 13, 1998",O-,+880185131755,ESS,2016,136,1.73
Harold Barrett,Male,Demra,"Mon, Jul 05, 1999",O-,+880150796370,Archi,2016,129,2.15
David Robinson,Male,Paltan,"Sat, Apr 08, 2000",O-,+880151599575,Law,2015,123,3.66
Cindy Young,Female,Farmgate,"Wed, Jun 02, 1999",AB+,+880188087613,CSE,2020,75,2.34
Richard Woodard,Male,Cantonment area,"Sun, Aug 05, 2001",B+,+880159079599,MNS,2021,36,1.58
Kimberly Duarte,Male,Motijheel,"Fri, Jul 30, 1999",AB+,+880134000807,MNS,2015,132,2.45
Amanda Cervantes,Male,Jurain,"Wed, May 15, 2002",O-,+880187305804,ESS,2018,72,2.24
Thomas Becker,Male,Ramna,"Wed, Jul 31, 2002",B+,+880155858738,BBS,2022,51,2.49
Kenneth Burns,Female,Badda,"Fri, Aug 04, 2000",AB+,+880172434217,ENH,2015,132,1.77
Carla Wright,Female,Banani,"Sun, Dec 24, 2000",AB-,+880192721568,Law,2016,132,3.37
Sean Martin,Male,Hazaribagh,"Sun, Jun 10, 2001",A+,+880133715845,ESS,2021,42,4.00
John Robertson,Female,Abdullahpur,"Mon, Mar 25, 2002",O+,+880131198706,ESS,2018,108,2.91
Edward White,Female,Kamalapur,"Tue, Sep 19, 2000",A+,+880155496456,CSE,2021,27,3.94
Garrett Bailey,Female,Ramna,"Sun, Nov 14, 1999",O+,+880154293003,ENH,2020,90,2.87
Meghan Franklin,Female,Wari,"Thu, Sep 21, 2000",B+,+880191225730,Law,2016,123,2.52
Laura Ford,Male,Demra,"Tue, Apr 30, 2002",O+,+880193851529,CSE,2017,129,1.82
Travis Livingston,Female,Tejgaon,"Sun, Oct 17, 1999",B-,+880133792264,ENH,2016,123,1.99
Jesse Bell,Female,Rampura,"Tue, Aug 17, 1999",O-,+880143128233,MNS,2019,120,2.50
Jenny Murillo,Male,Tejgaon,"Thu, Sep 10, 1998",A-,+880153672674,EEE,2018,96,2.33
Heather Cannon,Male,Beraid,"Thu, Nov 14, 2002",B+,+880144089605,ESS,2019,111,1.55
Scott Peterson,Male,Farmgate,"Thu, May 30, 2002",O+,+880156983366,Law,2018,111,2.72
Michael Patterson,Female,Baridhara,"Thu, Aug 27, 1998",A-,+880174878023,MNS,2019,63,3.14
Brett Jones,Male,Gulshan,"Wed, Sep 16, 1998",AB+,+880138100072,ESS,2020,99,1.95
Daniel Brown,Female,Gulshan,"Sun, Nov 21, 1999",A-,+880191085146,CSE,2023,9,1.88
Anna Farmer,Male,Wari,"Sun, Oct 29, 2000",O+,+880179124647,ENH,2022,45,1.56
Lisa Rodriguez,Female,Ramna,"Wed, Oct 11, 2000",A-,+880162232841,CSE,2018,90,3.58
Deanna Hendrix,Female,Gulshan,"Fri, Apr 17, 1998",B+,+880159580346,BBS,2022,48,1.79
Kevin Liu,Male,Khilgaon,"Wed, Sep 19, 2001",O+,+880170110060,Archi,2016,129,2.50
James Tucker,Male,Badda,"Mon, Sep 09, 2002",AB-,+880135343217,EEE,2022,48,3.68
David Williams,Female,Bashundhara,"Fri, Sep 29, 2000",A-,+880159917718,MNS,2020,87,2.53
Alyssa Fernandez,Female,Mirpur,"Tue, Feb 08, 2000",A+,+880162427218,Law,2016,132,2.81
Shannon Dixon,Male,Shahbagh,"Sat, Jun 30, 2001",O-,+880146094785,EEE,2018,120,1.50
Mary Foster,Female,Badda,"Sat, Nov 17, 2001",AB+,+880171288314,Archi,2020,120,3.60
Karen Pope,Female,Shyampur,"Fri, Dec 10, 1999",A+,+880180396994,EEE,2016,123,3.27
Tyler Kelly,Female,Kafrul,"Mon, Jun 07, 1999",A-,+880193699932,Law,2015,129,1.97
Ruth Martin,Male,Kafrul,"Fri, Dec 06, 2002",O+,+880188259868,MNS,2022,36,2.42
Steven Norman,Female,Uttarkhan,"Sun, Oct 03, 1999",B+,+880198910327,ENH,2021,30,2.89
